sku_id,product_id,seller_sku,variation_name,variation_value,price,cost,weight,status,created_at,is_mock_data
SKU00217,PROD0082,CAT002-0082-03,Pack,Style 3,265.63,140.17,0.470,inactive,2025-05-06T03:03:00+08:00,true
SKU00218,PROD0082,CAT002-0082-04,Pack,Style 4,244.06,146.86,0.877,inactive,2025-05-06T03:04:00+08:00,true
SKU00219,PROD0083,CAT003-0083-01,Color,Green,1427699.40,710862.26,1.457,inactive,2025-05-08T09:01:00+08:00,true
SKU00220,PROD0083,CAT003-0083-02,Color,Pink,1528645.72,759711.63,1.170,inactive,2025-05-08T09:02:00+08:00,true
SKU00221,PROD0084,CAT004-0084-01,Style,Classic,403023.05,181843.40,1.777,active,2025-04-11T23:01:00+08:00,true
SKU00222,PROD0084,CAT004-0084-02,Style,Sport,370952.09,183248.17,2.496,active,2025-04-11T23:02:00+08:00,true
SKU00223,PROD0084,CAT004-0084-03,Style,Style 3,412917.79,191295.44,1.957,active,2025-04-11T23:03:00+08:00,true
SKU00224,PROD0084,CAT004-0084-04,Style,Style 4,394415.03,191580.17,2.115,active,2025-04-11T23:04:00+08:00,true
SKU00225,PROD0085,CAT005-0085-01,Size,L-XL,35.29,19.34,1.884,inactive,2025-09-01T21:01:00+08:00,true
SKU00226,PROD0085,CAT005-0085-02,Size,S-M,39.61,18.21,1.310,inactive,2025-09-01T21:02:00+08:00,true
SKU00227,PROD0086,CAT006-0086-01,Capacity,500ml,162.65,82.88,0.311,active,2025-10-02T13:01:00+08:00,true
SKU00228,PROD0087,CAT007-0087-01,Color,White,737.27,337.28,1.515,active,2026-02-09T23:01:00+08:00,true
SKU00229,PROD0087,CAT007-0087-02,Color,Black,668.61,336.89,0.337,active,2026-02-09T23:02:00+08:00,true
SKU00230,PROD0087,CAT007-0087-03,Color,Style 3,619.42,311.72,1.772,active,2026-02-09T23:03:00+08:00,true
SKU00231,PROD0087,CAT007-0087-04,Color,Style 4,694.75,325.73,1.536,active,2026-02-09T23:04:00+08:00,true
SKU00232,PROD0088,CAT008-0088-01,Color,Grey,1309.11,729.80,1.148,active,2026-04-22T02:01:00+08:00,true
SKU00233,PROD0089,CAT001-0089-01,Capacity,10000mAh,672068.51,439361.56,0.128,active,2025-08-20T18:01:00+08:00,true
SKU00234,PROD0089,CAT001-0089-02,Capacity,20000mAh,617829.81,412779.09,0.283,active,2025-08-20T18:02:00+08:00,true
SKU00235,PROD0090,CAT002-0090-01,Color,Beige,595753.09,318201.00,0.928,active,2025-10-23T01:01:00+08:00,true
SKU00236,PROD0090,CAT002-0090-02,Color,Blue,531221.17,321581.57,2.315,active,2025-10-23T01:02:00+08:00,true
SKU00237,PROD0090,CAT002-0090-03,Color,Pink,496519.20,332294.64,1.813,active,2025-10-23T01:03:00+08:00,true
SKU00238,PROD0090,CAT002-0090-04,Color,Style 4,497890.59,324892.21,1.353,active,2025-10-23T01:04:00+08:00,true
SKU00239,PROD0091,CAT003-0091-01,Color,Pink,45.78,20.04,0.133,active,2025-08-10T16:01:00+08:00,true
SKU00240,PROD0091,CAT003-0091-02,Color,Green,42.89,20.43,1.996,active,2025-08-10T16:02:00+08:00,true
SKU00241,PROD0091,CAT003-0091-03,Color,White,46.64,21.54,1.599,active,2025-08-10T16:03:00+08:00,true
SKU00242,PROD0091,CAT003-0091-04,Color,Style 4,44.63,19.54,1.900,active,2025-08-10T16:04:00+08:00,true
SKU00243,PROD0092,CAT004-0092-01,Style,Classic,152.77,88.59,0.558,active,2025-04-06T05:01:00+08:00,true
SKU00244,PROD0093,CAT005-0093-01,Thickness,6mm,1757.46,1311.28,2.286,inactive,2026-02-01T15:01:00+08:00,true
SKU00245,PROD0094,CAT006-0094-01,Capacity,500ml,1063.24,545.30,2.034,active,2025-04-17T22:01:00+08:00,true
SKU00246,PROD0094,CAT006-0094-02,Capacity,300ml,1287.71,583.56,0.848,active,2025-04-17T22:02:00+08:00,true
SKU00247,PROD0094,CAT006-0094-03,Capacity,Style 3,1140.52,573.67,0.354,active,2025-04-17T22:03:00+08:00,true
SKU00248,PROD0094,CAT006-0094-04,Capacity,Style 4,1061.30,579.03,2.025,active,2025-04-17T22:04:00+08:00,true
SKU00249,PROD0095,CAT007-0095-01,Capacity,500ml,774461.78,513489.19,1.154,active,2026-01-31T21:01:00+08:00,true
SKU00250,PROD0095,CAT007-0095-02,Capacity,250ml,799279.75,573200.49,1.341,active,2026-01-31T21:02:00+08:00,true
SKU00251,PROD0095,CAT007-0095-03,Capacity,Style 3,836988.65,565883.17,2.085,active,2026-01-31T21:03:00+08:00,true
SKU00252,PROD0095,CAT007-0095-04,Capacity,Style 4,751595.94,541553.49,0.434,active,2026-01-31T21:04:00+08:00,true
SKU00253,PROD0096,CAT008-0096-01,Color,Black,723622.53,489072.40,0.128,active,2026-02-23T04:01:00+08:00,true
SKU00254,PROD0097,CAT001-0097-01,Color,White,26.62,13.70,0.501,inactive,2026-03-02T02:01:00+08:00,true
SKU00255,PROD0097,CAT001-0097-02,Color,Grey,29.49,14.47,1.282,inactive,2026-03-02T02:02:00+08:00,true
SKU00256,PROD0098,CAT002-0098-01,Color,Pink,30.26,16.98,0.883,active,2025-03-20T04:01:00+08:00,true
SKU00257,PROD0098,CAT002-0098-02,Color,Blue,28.06,15.94,1.688,inactive,2025-03-20T04:02:00+08:00,true
SKU00258,PROD0098,CAT002-0098-03,Color,Beige,26.98,16.40,2.013,inactive,2025-03-20T04:03:00+08:00,true
SKU00259,PROD0099,CAT003-0099-01,Plug,UK,1378.32,757.61,1.309,active,2025-12-22T09:01:00+08:00,true
SKU00260,PROD0100,CAT004-0100-01,Color,Rose Gold,423.84,247.12,0.268,active,2025-11-21T12:01:00+08:00,true
SKU00261,PROD0101,CAT008-0101-01,Color,Sage Green,39.90,18.20,0.650,active,2026-05-01T10:01:00+08:00,true
SKU00262,PROD0102,CAT008-0102-01,Pack,8 Pack,24.90,9.80,0.280,active,2026-05-02T10:01:00+08:00,true
SKU00263,PROD0103,CAT008-0103-01,Color,Cloud White,49.90,22.50,0.720,active,2026-05-03T10:01:00+08:00,true
