inventory_id,sku_id,warehouse_id,warehouse_name,available_stock,reserved_stock,safety_stock,stock_status,updated_at,is_mock_data
INV00226,SKU00226,WH002,Singapore Demo Fulfillment Center,137,6,12,sufficient,2026-06-28T21:00:00+08:00,true
INV00227,SKU00227,WH003,Malaysia Demo Fulfillment Center,99,1,7,sufficient,2026-06-29T05:00:00+08:00,true
INV00228,SKU00228,WH004,Philippines Demo Fulfillment Center,43,0,7,sufficient,2026-06-30T06:00:00+08:00,true
INV00229,SKU00229,WH004,Philippines Demo Fulfillment Center,90,0,10,sufficient,2026-06-29T13:00:00+08:00,true
INV00230,SKU00230,WH004,Philippines Demo Fulfillment Center,3,2,5,low_stock,2026-07-01T05:00:00+08:00,true
INV00231,SKU00231,WH004,Philippines Demo Fulfillment Center,141,2,6,sufficient,2026-07-01T04:00:00+08:00,true
INV00232,SKU00232,WH005,Thailand Demo Fulfillment Center,151,4,5,sufficient,2026-06-29T04:00:00+08:00,true
INV00233,SKU00233,WH006,Vietnam Demo Fulfillment Center,8,0,9,low_stock,2026-06-29T02:00:00+08:00,true
INV00234,SKU00234,WH006,Vietnam Demo Fulfillment Center,135,1,6,sufficient,2026-06-29T00:00:00+08:00,true
INV00235,SKU00235,WH001,Indonesia Demo Fulfillment Center,141,3,14,sufficient,2026-06-29T12:00:00+08:00,true
INV00236,SKU00236,WH001,Indonesia Demo Fulfillment Center,4,3,12,low_stock,2026-06-30T20:00:00+08:00,true
INV00237,SKU00237,WH001,Indonesia Demo Fulfillment Center,51,8,13,sufficient,2026-06-30T18:00:00+08:00,true
INV00238,SKU00238,WH001,Indonesia Demo Fulfillment Center,4,2,6,low_stock,2026-06-29T14:00:00+08:00,true
INV00239,SKU00239,WH002,Singapore Demo Fulfillment Center,26,8,13,sufficient,2026-06-29T08:00:00+08:00,true
INV00240,SKU00240,WH002,Singapore Demo Fulfillment Center,2,2,5,low_stock,2026-06-28T12:00:00+08:00,true
INV00241,SKU00241,WH002,Singapore Demo Fulfillment Center,30,3,6,sufficient,2026-06-29T13:00:00+08:00,true
INV00242,SKU00242,WH002,Singapore Demo Fulfillment Center,58,3,13,sufficient,2026-06-30T12:00:00+08:00,true
INV00243,SKU00243,WH003,Malaysia Demo Fulfillment Center,65,5,7,sufficient,2026-06-29T01:00:00+08:00,true
INV00244,SKU00244,WH004,Philippines Demo Fulfillment Center,83,3,12,sufficient,2026-06-29T07:00:00+08:00,true
INV00245,SKU00245,WH005,Thailand Demo Fulfillment Center,45,7,10,sufficient,2026-06-29T11:00:00+08:00,true
INV00246,SKU00246,WH005,Thailand Demo Fulfillment Center,47,6,8,sufficient,2026-06-30T06:00:00+08:00,true
INV00247,SKU00247,WH005,Thailand Demo Fulfillment Center,85,4,14,sufficient,2026-06-30T19:00:00+08:00,true
INV00248,SKU00248,WH005,Thailand Demo Fulfillment Center,116,4,13,sufficient,2026-07-01T00:00:00+08:00,true
INV00249,SKU00249,WH006,Vietnam Demo Fulfillment Center,13,7,14,low_stock,2026-06-29T05:00:00+08:00,true
INV00250,SKU00250,WH006,Vietnam Demo Fulfillment Center,136,6,13,sufficient,2026-06-28T22:00:00+08:00,true
INV00251,SKU00251,WH006,Vietnam Demo Fulfillment Center,72,7,11,sufficient,2026-06-28T23:00:00+08:00,true
INV00252,SKU00252,WH006,Vietnam Demo Fulfillment Center,0,0,12,out_of_stock,2026-06-29T07:00:00+08:00,true
INV00253,SKU00253,WH001,Indonesia Demo Fulfillment Center,45,2,7,sufficient,2026-06-30T04:00:00+08:00,true
INV00254,SKU00254,WH002,Singapore Demo Fulfillment Center,103,5,11,sufficient,2026-06-28T17:00:00+08:00,true
INV00255,SKU00255,WH002,Singapore Demo Fulfillment Center,30,8,12,sufficient,2026-06-29T17:00:00+08:00,true
INV00256,SKU00256,WH003,Malaysia Demo Fulfillment Center,59,7,8,sufficient,2026-06-29T10:00:00+08:00,true
INV00257,SKU00257,WH003,Malaysia Demo Fulfillment Center,4,2,12,low_stock,2026-07-01T04:00:00+08:00,true
INV00258,SKU00258,WH003,Malaysia Demo Fulfillment Center,7,6,14,low_stock,2026-06-29T10:00:00+08:00,true
INV00259,SKU00259,WH004,Philippines Demo Fulfillment Center,23,2,8,sufficient,2026-06-30T22:00:00+08:00,true
INV00260,SKU00260,WH005,Thailand Demo Fulfillment Center,3,1,5,low_stock,2026-07-01T10:00:00+08:00,true
