trend_id,site,category_id,category_name,date,search_index,sales_index,competition_index,average_price,growth_rate,is_mock_data
TREND0000706,Malaysia,CAT004,Fashion Accessories,2026-06-15,52.82,43.32,66.69,307.47,-0.021429,true
TREND0000707,Malaysia,CAT004,Fashion Accessories,2026-06-16,49.85,40.05,65.50,308.51,-0.056247,true
TREND0000708,Malaysia,CAT004,Fashion Accessories,2026-06-17,52.53,42.43,67.13,309.56,0.053652,true
TREND0000709,Malaysia,CAT004,Fashion Accessories,2026-06-18,49.25,38.85,65.79,310.60,-0.062386,true
TREND0000710,Malaysia,CAT004,Fashion Accessories,2026-06-19,49.40,38.70,66.15,311.64,0.002985,true
TREND0000711,Malaysia,CAT004,Fashion Accessories,2026-06-20,49.84,38.84,66.67,312.68,0.008904,true
TREND0000712,Malaysia,CAT004,Fashion Accessories,2026-06-21,49.84,38.54,66.96,313.73,0.000008,true
TREND0000713,Malaysia,CAT004,Fashion Accessories,2026-06-22,49.16,37.56,66.92,314.77,-0.013610,true
TREND0000714,Malaysia,CAT004,Fashion Accessories,2026-06-23,50.41,38.51,67.84,315.81,0.025519,true
TREND0000715,Malaysia,CAT004,Fashion Accessories,2026-06-24,49.30,37.10,67.58,316.85,-0.022154,true
TREND0000716,Malaysia,CAT004,Fashion Accessories,2026-06-25,51.13,38.63,68.79,317.90,0.037154,true
TREND0000717,Malaysia,CAT004,Fashion Accessories,2026-06-26,46.86,34.06,66.95,318.94,-0.083518,true
TREND0000718,Malaysia,CAT004,Fashion Accessories,2026-06-27,48.33,35.23,67.98,319.98,0.031360,true
TREND0000719,Malaysia,CAT004,Fashion Accessories,2026-06-28,46.65,33.25,67.43,321.02,-0.034824,true
TREND0000720,Malaysia,CAT004,Fashion Accessories,2026-06-29,48.53,34.83,68.67,322.06,0.040434,true
TREND0000721,Malaysia,CAT005,Sports & Outdoors,2026-05-01,37.81,31.81,27.90,138.97,0.000000,true
TREND0000722,Malaysia,CAT005,Sports & Outdoors,2026-05-02,39.40,33.27,28.36,139.08,0.042155,true
TREND0000723,Malaysia,CAT005,Sports & Outdoors,2026-05-03,42.19,35.93,29.40,139.19,0.070687,true
TREND0000724,Malaysia,CAT005,Sports & Outdoors,2026-05-04,42.87,36.48,29.40,139.30,0.016244,true
TREND0000725,Malaysia,CAT005,Sports & Outdoors,2026-05-05,39.10,32.58,27.17,139.41,-0.087931,true
TREND0000726,Malaysia,CAT005,Sports & Outdoors,2026-05-06,44.60,37.95,29.57,139.53,0.140425,true
TREND0000727,Malaysia,CAT005,Sports & Outdoors,2026-05-07,42.17,35.39,28.01,139.64,-0.054432,true
TREND0000728,Malaysia,CAT005,Sports & Outdoors,2026-05-08,41.61,34.70,27.39,139.75,-0.013321,true
TREND0000729,Malaysia,CAT005,Sports & Outdoors,2026-05-09,45.14,38.10,28.81,139.86,0.084992,true
TREND0000730,Malaysia,CAT005,Sports & Outdoors,2026-05-10,46.98,39.81,29.38,139.97,0.040691,true
TREND0000731,Malaysia,CAT005,Sports & Outdoors,2026-05-11,46.03,38.73,28.56,140.08,-0.020229,true
TREND0000732,Malaysia,CAT005,Sports & Outdoors,2026-05-12,49.78,42.35,30.10,140.19,0.081505,true
TREND0000733,Malaysia,CAT005,Sports & Outdoors,2026-05-13,46.35,38.79,28.03,140.30,-0.068990,true
TREND0000734,Malaysia,CAT005,Sports & Outdoors,2026-05-14,50.37,42.68,29.70,140.42,0.086922,true
TREND0000735,Malaysia,CAT005,Sports & Outdoors,2026-05-15,52.19,44.37,30.27,140.53,0.036095,true
TREND0000736,Malaysia,CAT005,Sports & Outdoors,2026-05-16,50.64,42.69,29.15,140.64,-0.029753,true
TREND0000737,Malaysia,CAT005,Sports & Outdoors,2026-05-17,51.89,43.81,29.43,140.75,0.024764,true
TREND0000738,Malaysia,CAT005,Sports & Outdoors,2026-05-18,54.89,46.68,30.58,140.86,0.057727,true
TREND0000739,Malaysia,CAT005,Sports & Outdoors,2026-05-19,54.65,46.31,30.11,140.97,-0.004394,true
TREND0000740,Malaysia,CAT005,Sports & Outdoors,2026-05-20,53.28,44.81,29.08,141.08,-0.025058,true
TREND0000741,Malaysia,CAT005,Sports & Outdoors,2026-05-21,54.05,45.45,29.12,141.19,0.014405,true
TREND0000742,Malaysia,CAT005,Sports & Outdoors,2026-05-22,56.14,47.41,29.82,141.30,0.038684,true
TREND0000743,Malaysia,CAT005,Sports & Outdoors,2026-05-23,56.48,47.62,29.65,141.42,0.006160,true
TREND0000744,Malaysia,CAT005,Sports & Outdoors,2026-05-24,59.71,50.72,30.92,141.53,0.057095,true
TREND0000745,Malaysia,CAT005,Sports & Outdoors,2026-05-25,57.57,48.45,29.51,141.64,-0.035804,true
TREND0000746,Malaysia,CAT005,Sports & Outdoors,2026-05-26,57.70,48.45,29.23,141.75,0.002311,true
TREND0000747,Malaysia,CAT005,Sports & Outdoors,2026-05-27,59.31,49.93,29.68,141.86,0.027822,true
TREND0000748,Malaysia,CAT005,Sports & Outdoors,2026-05-28,61.37,51.86,30.37,141.97,0.034787,true
TREND0000749,Malaysia,CAT005,Sports & Outdoors,2026-05-29,59.92,50.28,29.30,142.08,-0.023695,true
TREND0000750,Malaysia,CAT005,Sports & Outdoors,2026-05-30,64.39,54.62,31.19,142.19,0.074585,true
TREND0000751,Malaysia,CAT005,Sports & Outdoors,2026-05-31,61.10,51.20,29.20,142.31,-0.051037,true
TREND0000752,Malaysia,CAT005,Sports & Outdoors,2026-06-01,62.42,52.39,29.51,142.42,0.021543,true
TREND0000753,Malaysia,CAT005,Sports & Outdoors,2026-06-02,65.51,55.35,30.72,142.53,0.049580,true
TREND0000754,Malaysia,CAT005,Sports & Outdoors,2026-06-03,68.00,57.71,31.62,142.64,0.038018,true
TREND0000755,Malaysia,CAT005,Sports & Outdoors,2026-06-04,65.43,55.01,29.99,142.75,-0.037807,true
TREND0000756,Malaysia,CAT005,Sports & Outdoors,2026-06-05,69.83,59.28,31.84,142.86,0.067165,true
TREND0000757,Malaysia,CAT005,Sports & Outdoors,2026-06-06,70.79,60.11,31.97,142.97,0.013801,true
TREND0000758,Malaysia,CAT005,Sports & Outdoors,2026-06-07,69.99,59.18,31.23,143.08,-0.011288,true
TREND0000759,Malaysia,CAT005,Sports & Outdoors,2026-06-08,68.88,57.94,30.33,143.19,-0.015841,true
TREND0000760,Malaysia,CAT005,Sports & Outdoors,2026-06-09,72.31,61.24,31.70,143.31,0.049829,true
TREND0000761,Malaysia,CAT005,Sports & Outdoors,2026-06-10,74.02,62.82,32.21,143.42,0.023646,true
TREND0000762,Malaysia,CAT005,Sports & Outdoors,2026-06-11,74.33,63.00,32.02,143.53,0.004089,true
TREND0000763,Malaysia,CAT005,Sports & Outdoors,2026-06-12,76.09,64.63,32.55,143.64,0.023695,true
TREND0000764,Malaysia,CAT005,Sports & Outdoors,2026-06-13,74.63,63.04,31.48,143.75,-0.019214,true
TREND0000765,Malaysia,CAT005,Sports & Outdoors,2026-06-14,75.15,63.43,31.39,143.86,0.007013,true
TREND0000766,Malaysia,CAT005,Sports & Outdoors,2026-06-15,77.05,65.20,32.00,143.97,0.025251,true
TREND0000767,Malaysia,CAT005,Sports & Outdoors,2026-06-16,75.08,63.10,30.67,144.08,-0.025574,true
TREND0000768,Malaysia,CAT005,Sports & Outdoors,2026-06-17,76.49,64.38,31.03,144.20,0.018871,true
TREND0000769,Malaysia,CAT005,Sports & Outdoors,2026-06-18,77.80,65.56,31.34,144.31,0.017109,true
TREND0000770,Malaysia,CAT005,Sports & Outdoors,2026-06-19,81.86,69.49,33.02,144.42,0.052155,true
TREND0000771,Malaysia,CAT005,Sports & Outdoors,2026-06-20,79.04,66.54,31.27,144.53,-0.034477,true
TREND0000772,Malaysia,CAT005,Sports & Outdoors,2026-06-21,81.43,68.80,32.12,144.64,0.030326,true
TREND0000773,Malaysia,CAT005,Sports & Outdoors,2026-06-22,80.72,67.96,31.42,144.75,-0.008786,true
TREND0000774,Malaysia,CAT005,Sports & Outdoors,2026-06-23,83.69,70.80,32.56,144.86,0.036816,true
TREND0000775,Malaysia,CAT005,Sports & Outdoors,2026-06-24,85.80,72.78,33.27,144.97,0.025234,true
TREND0000776,Malaysia,CAT005,Sports & Outdoors,2026-06-25,85.91,72.76,32.98,145.08,0.001210,true
TREND0000777,Malaysia,CAT005,Sports & Outdoors,2026-06-26,84.95,71.67,32.16,145.20,-0.011114,true
TREND0000778,Malaysia,CAT005,Sports & Outdoors,2026-06-27,86.08,72.67,32.37,145.31,0.013230,true
TREND0000779,Malaysia,CAT005,Sports & Outdoors,2026-06-28,86.45,72.91,32.21,145.42,0.004350,true
TREND0000780,Malaysia,CAT005,Sports & Outdoors,2026-06-29,86.70,73.03,32.00,145.53,0.002903,true
TREND0000781,Malaysia,CAT006,Pet Supplies,2026-05-01,79.61,83.61,84.00,216.20,0.000000,true
TREND0000782,Malaysia,CAT006,Pet Supplies,2026-05-02,77.64,81.28,84.43,216.63,-0.024667,true
TREND0000783,Malaysia,CAT006,Pet Supplies,2026-05-03,82.59,85.89,84.85,217.06,0.063700,true
TREND0000784,Malaysia,CAT006,Pet Supplies,2026-05-04,80.34,83.35,85.25,217.48,-0.027177,true
TREND0000785,Malaysia,CAT006,Pet Supplies,2026-05-05,84.78,87.57,85.62,217.88,0.055248,true
TREND0000786,Malaysia,CAT006,Pet Supplies,2026-05-06,82.69,85.34,85.97,218.27,-0.024728,true
TREND0000787,Malaysia,CAT006,Pet Supplies,2026-05-07,81.36,83.97,86.27,218.64,-0.016108,true
TREND0000788,Malaysia,CAT006,Pet Supplies,2026-05-08,82.27,84.96,86.52,218.99,0.011261,true
TREND0000789,Malaysia,CAT006,Pet Supplies,2026-05-09,83.86,86.72,86.73,219.30,0.019294,true
TREND0000790,Malaysia,CAT006,Pet Supplies,2026-05-10,85.32,88.46,86.88,219.59,0.017373,true
TREND0000791,Malaysia,CAT006,Pet Supplies,2026-05-11,85.82,89.34,86.97,219.84,0.005877,true
TREND0000792,Malaysia,CAT006,Pet Supplies,2026-05-12,84.91,88.89,87.00,220.05,-0.010587,true
TREND0000793,Malaysia,CAT006,Pet Supplies,2026-05-13,83.50,87.99,86.97,220.23,-0.016594,true
TREND0000794,Malaysia,CAT006,Pet Supplies,2026-05-14,82.04,87.08,86.88,220.37,-0.017487,true
TREND0000795,Malaysia,CAT006,Pet Supplies,2026-05-15,77.74,83.34,86.73,220.46,-0.052467,true
TREND0000796,Malaysia,CAT006,Pet Supplies,2026-05-16,76.42,82.57,86.52,220.51,-0.016887,true
TREND0000797,Malaysia,CAT006,Pet Supplies,2026-05-17,78.80,85.43,86.27,220.52,0.031065,true
TREND0000798,Malaysia,CAT006,Pet Supplies,2026-05-18,78.34,85.39,85.96,220.49,-0.005841,true
TREND0000799,Malaysia,CAT006,Pet Supplies,2026-05-19,72.93,80.29,85.62,220.41,-0.069001,true
TREND0000800,Malaysia,CAT006,Pet Supplies,2026-05-20,72.71,80.25,85.24,220.29,-0.003087,true
TREND0000801,Malaysia,CAT006,Pet Supplies,2026-05-21,71.37,78.96,84.84,220.13,-0.018406,true
TREND0000802,Malaysia,CAT006,Pet Supplies,2026-05-22,73.52,80.99,84.42,219.93,0.030122,true
TREND0000803,Malaysia,CAT006,Pet Supplies,2026-05-23,73.27,80.47,84.00,219.70,-0.003403,true
TREND0000804,Malaysia,CAT006,Pet Supplies,2026-05-24,74.12,80.89,83.57,219.42,0.011588,true
TREND0000805,Malaysia,CAT006,Pet Supplies,2026-05-25,70.34,76.53,83.15,219.12,-0.051004,true
TREND0000806,Malaysia,CAT006,Pet Supplies,2026-05-26,71.15,76.63,82.75,218.79,0.011549,true
TREND0000807,Malaysia,CAT006,Pet Supplies,2026-05-27,74.43,79.08,82.37,218.43,0.046100,true
TREND0000808,Malaysia,CAT006,Pet Supplies,2026-05-28,73.26,77.01,82.03,218.05,-0.015694,true
TREND0000809,Malaysia,CAT006,Pet Supplies,2026-05-29,75.94,78.74,81.73,217.65,0.036641,true
TREND0000810,Malaysia,CAT006,Pet Supplies,2026-05-30,73.78,75.61,81.47,217.23,-0.028440,true
TREND0000811,Malaysia,CAT006,Pet Supplies,2026-05-31,75.43,76.31,81.27,216.81,0.022318,true
TREND0000812,Malaysia,CAT006,Pet Supplies,2026-06-01,75.64,75.64,81.12,216.38,0.002742,true
TREND0000813,Malaysia,CAT006,Pet Supplies,2026-06-02,76.48,75.71,81.03,215.95,0.011105,true
TREND0000814,Malaysia,CAT006,Pet Supplies,2026-06-03,79.42,78.02,81.00,215.52,0.038488,true
TREND0000815,Malaysia,CAT006,Pet Supplies,2026-06-04,79.38,77.52,81.03,215.10,-0.000582,true
TREND0000816,Malaysia,CAT006,Pet Supplies,2026-06-05,80.97,78.86,81.12,214.68,0.020125,true
TREND0000817,Malaysia,CAT006,Pet Supplies,2026-06-06,82.95,80.79,81.27,214.29,0.024360,true
TREND0000818,Malaysia,CAT006,Pet Supplies,2026-06-07,85.50,83.52,81.48,213.91,0.030757,true
TREND0000819,Malaysia,CAT006,Pet Supplies,2026-06-08,85.96,84.41,81.74,213.55,0.005468,true
TREND0000820,Malaysia,CAT006,Pet Supplies,2026-06-09,84.59,83.67,82.04,213.23,-0.015976,true
TREND0000821,Malaysia,CAT006,Pet Supplies,2026-06-10,82.96,82.90,82.38,212.93,-0.019231,true
TREND0000822,Malaysia,CAT006,Pet Supplies,2026-06-11,81.64,82.61,82.76,212.66,-0.015941,true
TREND0000823,Malaysia,CAT006,Pet Supplies,2026-06-12,84.39,86.54,83.16,212.43,0.033630,true
TREND0000824,Malaysia,CAT006,Pet Supplies,2026-06-13,80.76,84.21,83.58,212.24,-0.043033,true
TREND0000825,Malaysia,CAT006,Pet Supplies,2026-06-14,82.78,87.61,84.01,212.09,0.025056,true
TREND0000826,Malaysia,CAT006,Pet Supplies,2026-06-15,80.07,86.29,84.43,211.97,-0.032679,true
TREND0000827,Malaysia,CAT006,Pet Supplies,2026-06-16,77.87,85.44,84.85,211.90,-0.027571,true
TREND0000828,Malaysia,CAT006,Pet Supplies,2026-06-17,80.46,89.31,85.25,211.88,0.033268,true
TREND0000829,Malaysia,CAT006,Pet Supplies,2026-06-18,79.30,89.29,85.63,211.89,-0.014391,true
TREND0000830,Malaysia,CAT006,Pet Supplies,2026-06-19,74.95,85.90,85.97,211.95,-0.054890,true
TREND0000831,Malaysia,CAT006,Pet Supplies,2026-06-20,75.88,87.58,86.27,212.05,0.012472,true
TREND0000832,Malaysia,CAT006,Pet Supplies,2026-06-21,71.90,84.09,86.53,212.20,-0.052499,true
TREND0000833,Malaysia,CAT006,Pet Supplies,2026-06-22,72.26,84.66,86.73,212.38,0.005000,true
TREND0000834,Malaysia,CAT006,Pet Supplies,2026-06-23,71.57,83.90,86.88,212.60,-0.009463,true
TREND0000835,Malaysia,CAT006,Pet Supplies,2026-06-24,73.42,85.37,86.97,212.86,0.025881,true
TREND0000836,Malaysia,CAT006,Pet Supplies,2026-06-25,73.42,84.70,87.00,213.15,-0.000051,true
TREND0000837,Malaysia,CAT006,Pet Supplies,2026-06-26,74.51,84.84,86.97,213.47,0.014839,true
TREND0000838,Malaysia,CAT006,Pet Supplies,2026-06-27,74.62,83.76,86.88,213.82,0.001490,true
TREND0000839,Malaysia,CAT006,Pet Supplies,2026-06-28,75.31,83.05,86.72,214.19,0.009259,true
TREND0000840,Malaysia,CAT006,Pet Supplies,2026-06-29,74.36,80.54,86.52,214.58,-0.012593,true
TREND0000841,Malaysia,CAT007,Kitchen Appliances,2026-05-01,84.07,78.07,54.04,148.49,0.000000,true
TREND0000842,Malaysia,CAT007,Kitchen Appliances,2026-05-02,85.09,79.16,54.80,148.34,0.012128,true
TREND0000843,Malaysia,CAT007,Kitchen Appliances,2026-05-03,86.56,80.70,55.79,148.19,0.017285,true
TREND0000844,Malaysia,CAT007,Kitchen Appliances,2026-05-04,83.95,78.16,54.74,148.04,-0.030168,true
TREND0000845,Malaysia,CAT007,Kitchen Appliances,2026-05-05,83.70,77.98,54.87,147.90,-0.003002,true
TREND0000846,Malaysia,CAT007,Kitchen Appliances,2026-05-06,82.51,76.86,54.53,147.75,-0.014239,true
TREND0000847,Malaysia,CAT007,Kitchen Appliances,2026-05-07,81.28,75.70,54.17,147.60,-0.014819,true
TREND0000848,Malaysia,CAT007,Kitchen Appliances,2026-05-08,80.20,74.69,53.88,147.45,-0.013349,true
TREND0000849,Malaysia,CAT007,Kitchen Appliances,2026-05-09,81.43,75.99,54.75,147.30,0.015303,true
TREND0000850,Malaysia,CAT007,Kitchen Appliances,2026-05-10,77.13,71.76,52.86,147.15,-0.052755,true
TREND0000851,Malaysia,CAT007,Kitchen Appliances,2026-05-11,78.46,73.16,53.78,147.01,0.017230,true
TREND0000852,Malaysia,CAT007,Kitchen Appliances,2026-05-12,78.23,73.00,53.92,146.86,-0.002909,true
TREND0000853,Malaysia,CAT007,Kitchen Appliances,2026-05-13,74.58,69.42,52.35,146.71,-0.046639,true
TREND0000854,Malaysia,CAT007,Kitchen Appliances,2026-05-14,74.65,69.56,52.64,146.56,0.000883,true
TREND0000855,Malaysia,CAT007,Kitchen Appliances,2026-05-15,73.84,68.82,52.49,146.41,-0.010849,true
TREND0000856,Malaysia,CAT007,Kitchen Appliances,2026-05-16,72.93,67.98,52.29,146.26,-0.012262,true
TREND0000857,Malaysia,CAT007,Kitchen Appliances,2026-05-17,75.63,70.75,53.89,146.11,0.036929,true
TREND0000858,Malaysia,CAT007,Kitchen Appliances,2026-05-18,74.09,69.28,53.38,145.97,-0.020274,true
TREND0000859,Malaysia,CAT007,Kitchen Appliances,2026-05-19,72.58,67.84,52.88,145.82,-0.020472,true
TREND0000860,Malaysia,CAT007,Kitchen Appliances,2026-05-20,73.90,69.23,53.79,145.67,0.018232,true
TREND0000861,Malaysia,CAT007,Kitchen Appliances,2026-05-21,71.47,66.87,52.84,145.52,-0.032828,true
TREND0000862,Malaysia,CAT007,Kitchen Appliances,2026-05-22,71.39,66.86,53.05,145.37,-0.001145,true
TREND0000863,Malaysia,CAT007,Kitchen Appliances,2026-05-23,69.85,65.39,52.54,145.22,-0.021526,true
TREND0000864,Malaysia,CAT007,Kitchen Appliances,2026-05-24,68.22,63.83,51.98,145.07,-0.023381,true
TREND0000865,Malaysia,CAT007,Kitchen Appliances,2026-05-25,67.87,63.55,52.06,144.93,-0.005130,true
TREND0000866,Malaysia,CAT007,Kitchen Appliances,2026-05-26,66.01,61.76,51.38,144.78,-0.027431,true
TREND0000867,Malaysia,CAT007,Kitchen Appliances,2026-05-27,66.15,61.97,51.71,144.63,0.002198,true
TREND0000868,Malaysia,CAT007,Kitchen Appliances,2026-05-28,67.42,63.31,52.60,144.48,0.019198,true
TREND0000869,Malaysia,CAT007,Kitchen Appliances,2026-05-29,65.97,61.93,52.13,144.33,-0.021514,true
TREND0000870,Malaysia,CAT007,Kitchen Appliances,2026-05-30,61.88,57.91,50.33,144.18,-0.062107,true
TREND0000871,Malaysia,CAT007,Kitchen Appliances,2026-05-31,64.01,60.11,51.66,144.04,0.034523,true
TREND0000872,Malaysia,CAT007,Kitchen Appliances,2026-06-01,61.83,58.00,50.82,143.89,-0.034091,true
TREND0000873,Malaysia,CAT007,Kitchen Appliances,2026-06-02,62.00,58.24,51.16,143.74,0.002732,true
TREND0000874,Malaysia,CAT007,Kitchen Appliances,2026-06-03,62.80,59.11,51.82,143.59,0.012951,true
TREND0000875,Malaysia,CAT007,Kitchen Appliances,2026-06-04,59.71,56.09,50.52,143.44,-0.049299,true
TREND0000876,Malaysia,CAT007,Kitchen Appliances,2026-06-05,60.75,57.20,51.30,143.29,0.017526,true
TREND0000877,Malaysia,CAT007,Kitchen Appliances,2026-06-06,59.65,56.17,51.00,143.14,-0.018227,true
TREND0000878,Malaysia,CAT007,Kitchen Appliances,2026-06-07,56.76,53.35,49.81,143.00,-0.048461,true
TREND0000879,Malaysia,CAT007,Kitchen Appliances,2026-06-08,60.00,56.66,51.69,142.85,0.057133,true
TREND0000880,Malaysia,CAT007,Kitchen Appliances,2026-06-09,56.49,53.22,50.19,142.70,-0.058548,true
TREND0000881,Malaysia,CAT007,Kitchen Appliances,2026-06-10,57.11,53.91,50.75,142.55,0.010991,true
TREND0000882,Malaysia,CAT007,Kitchen Appliances,2026-06-11,54.95,51.82,49.93,142.40,-0.037804,true
TREND0000883,Malaysia,CAT007,Kitchen Appliances,2026-06-12,53.92,50.86,49.67,142.25,-0.018696,true
TREND0000884,Malaysia,CAT007,Kitchen Appliances,2026-06-13,55.81,52.82,50.87,142.10,0.035080,true
TREND0000885,Malaysia,CAT007,Kitchen Appliances,2026-06-14,52.44,49.52,49.44,141.96,-0.060391,true
TREND0000886,Malaysia,CAT007,Kitchen Appliances,2026-06-15,54.68,51.83,50.81,141.81,0.042624,true
TREND0000887,Malaysia,CAT007,Kitchen Appliances,2026-06-16,53.68,50.90,50.57,141.66,-0.018196,true
TREND0000888,Malaysia,CAT007,Kitchen Appliances,2026-06-17,52.12,49.41,50.05,141.51,-0.029048,true
TREND0000889,Malaysia,CAT007,Kitchen Appliances,2026-06-18,51.85,49.21,50.16,141.36,-0.005250,true
TREND0000890,Malaysia,CAT007,Kitchen Appliances,2026-06-19,49.64,47.07,49.31,141.21,-0.042637,true
TREND0000891,Malaysia,CAT007,Kitchen Appliances,2026-06-20,47.67,45.17,48.59,141.07,-0.039569,true
TREND0000892,Malaysia,CAT007,Kitchen Appliances,2026-06-21,50.04,47.61,50.03,140.92,0.049659,true
TREND0000893,Malaysia,CAT007,Kitchen Appliances,2026-06-22,47.08,44.72,48.80,140.77,-0.059245,true
TREND0000894,Malaysia,CAT007,Kitchen Appliances,2026-06-23,44.37,42.08,47.70,140.62,-0.057422,true
TREND0000895,Malaysia,CAT007,Kitchen Appliances,2026-06-24,45.87,43.65,48.70,140.47,0.033683,true
TREND0000896,Malaysia,CAT007,Kitchen Appliances,2026-06-25,46.99,44.84,49.52,140.32,0.024565,true
TREND0000897,Malaysia,CAT007,Kitchen Appliances,2026-06-26,43.37,41.29,47.96,140.17,-0.077133,true
TREND0000898,Malaysia,CAT007,Kitchen Appliances,2026-06-27,43.98,41.97,48.52,140.03,0.013975,true
TREND0000899,Malaysia,CAT007,Kitchen Appliances,2026-06-28,42.70,40.76,48.14,139.88,-0.028900,true
TREND0000900,Malaysia,CAT007,Kitchen Appliances,2026-06-29,40.56,38.69,47.33,139.73,-0.050129,true
TREND0000901,Malaysia,CAT008,Baby Products,2026-05-01,58.80,48.06,48.00,111.12,0.000000,true
TREND0000902,Malaysia,CAT008,Baby Products,2026-05-02,62.97,51.59,48.89,111.60,0.070891,true
TREND0000903,Malaysia,CAT008,Baby Products,2026-05-03,64.97,53.37,49.76,112.08,0.031829,true
TREND0000904,Malaysia,CAT008,Baby Products,2026-05-04,72.68,61.28,50.62,112.54,0.118591,true
TREND0000905,Malaysia,CAT008,Baby Products,2026-05-05,73.77,62.98,51.44,112.98,0.014992,true
TREND0000906,Malaysia,CAT008,Baby Products,2026-05-06,75.38,65.59,52.22,113.40,0.021882,true
TREND0000907,Malaysia,CAT008,Baby Products,2026-05-07,79.43,70.97,52.95,113.77,0.053777,true
TREND0000908,Malaysia,CAT008,Baby Products,2026-05-08,80.04,73.17,53.61,114.11,0.007602,true
TREND0000909,Malaysia,CAT008,Baby Products,2026-05-09,77.21,72.13,54.21,114.39,-0.035357,true
TREND0000910,Malaysia,CAT008,Baby Products,2026-05-10,76.52,73.33,54.73,114.63,-0.008951,true
TREND0000911,Malaysia,CAT008,Baby Products,2026-05-11,73.67,72.38,55.17,114.81,-0.037271,true
TREND0000912,Malaysia,CAT008,Baby Products,2026-05-12,71.86,72.39,55.52,114.93,-0.024518,true
TREND0000913,Malaysia,CAT008,Baby Products,2026-05-13,65.47,67.64,55.78,115.00,-0.088955,true
TREND0000914,Malaysia,CAT008,Baby Products,2026-05-14,60.63,64.19,55.94,115.00,-0.073865,true
TREND0000915,Malaysia,CAT008,Baby Products,2026-05-15,59.45,64.07,56.00,114.95,-0.019465,true
TREND0000916,Malaysia,CAT008,Baby Products,2026-05-16,53.58,58.89,55.96,114.83,-0.098767,true
TREND0000917,Malaysia,CAT008,Baby Products,2026-05-17,50.67,56.26,55.83,114.66,-0.054319,true
TREND0000918,Malaysia,CAT008,Baby Products,2026-05-18,44.25,49.70,55.60,114.43,-0.126722,true
TREND0000919,Malaysia,CAT008,Baby Products,2026-05-19,41.52,46.42,55.27,114.15,-0.061559,true
TREND0000920,Malaysia,CAT008,Baby Products,2026-05-20,37.90,41.85,54.86,113.82,-0.087201,true
TREND0000921,Malaysia,CAT008,Baby Products,2026-05-21,40.87,43.54,54.36,113.45,0.078393,true
TREND0000922,Malaysia,CAT008,Baby Products,2026-05-22,38.58,39.68,53.78,113.04,-0.056194,true
TREND0000923,Malaysia,CAT008,Baby Products,2026-05-23,36.35,35.68,53.14,112.60,-0.057775,true
TREND0000924,Malaysia,CAT008,Baby Products,2026-05-24,41.30,38.75,52.42,112.14,0.136105,true
TREND0000925,Malaysia,CAT008,Baby Products,2026-05-25,41.75,37.30,51.66,111.67,0.011023,true
TREND0000926,Malaysia,CAT008,Baby Products,2026-05-26,44.28,37.99,50.85,111.18,0.060556,true
TREND0000927,Malaysia,CAT008,Baby Products,2026-05-27,49.43,41.48,50.00,110.70,0.116408,true
TREND0000928,Malaysia,CAT008,Baby Products,2026-05-28,53.91,44.52,49.13,110.22,0.090500,true
TREND0000929,Malaysia,CAT008,Baby Products,2026-05-29,57.55,47.06,48.24,109.76,0.067597,true
TREND0000930,Malaysia,CAT008,Baby Products,2026-05-30,62.34,51.10,47.36,109.31,0.083220,true
TREND0000931,Malaysia,CAT008,Baby Products,2026-05-31,66.18,54.60,46.48,108.90,0.061598,true
TREND0000932,Malaysia,CAT008,Baby Products,2026-06-01,69.21,57.72,45.61,108.52,0.045800,true
TREND0000933,Malaysia,CAT008,Baby Products,2026-06-02,72.39,61.40,44.78,108.18,0.045926,true
TREND0000934,Malaysia,CAT008,Baby Products,2026-06-03,77.13,67.03,43.99,107.88,0.065495,true
TREND0000935,Malaysia,CAT008,Baby Products,2026-06-04,75.41,66.55,43.25,107.64,-0.022317,true
TREND0000936,Malaysia,CAT008,Baby Products,2026-06-05,78.10,70.77,42.56,107.45,0.035637,true
TREND0000937,Malaysia,CAT008,Baby Products,2026-06-06,79.86,74.27,41.95,107.32,0.022495,true
TREND0000938,Malaysia,CAT008,Baby Products,2026-06-07,76.46,72.75,41.40,107.25,-0.042522,true
TREND0000939,Malaysia,CAT008,Baby Products,2026-06-08,74.06,72.25,40.94,107.23,-0.031404,true
TREND0000940,Malaysia,CAT008,Baby Products,2026-06-09,74.01,74.05,40.57,107.28,-0.000718,true
TREND0000941,Malaysia,CAT008,Baby Products,2026-06-10,70.07,71.81,40.29,107.39,-0.053236,true
TREND0000942,Malaysia,CAT008,Baby Products,2026-06-11,62.19,65.39,40.10,107.56,-0.112431,true
TREND0000943,Malaysia,CAT008,Baby Products,2026-06-12,61.12,65.49,40.01,107.78,-0.017154,true
TREND0000944,Malaysia,CAT008,Baby Products,2026-06-13,54.41,59.57,40.02,108.05,-0.109787,true
TREND0000945,Malaysia,CAT008,Baby Products,2026-06-14,52.03,57.59,40.12,108.38,-0.043782,true
TREND0000946,Malaysia,CAT008,Baby Products,2026-06-15,47.77,53.30,40.33,108.74,-0.081845,true
TREND0000947,Malaysia,CAT008,Baby Products,2026-06-16,44.82,49.91,40.63,109.14,-0.061820,true
TREND0000948,Malaysia,CAT008,Baby Products,2026-06-17,42.98,47.23,41.02,109.58,-0.040999,true
TREND0000949,Malaysia,CAT008,Baby Products,2026-06-18,38.61,41.66,41.49,110.03,-0.101653,true
