track_id,tracking_number,status,location,description,event_time,is_mock_data
TRACK0000391,TRK000000084,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-03-20T11:29:00+08:00,true
TRACK0000392,TRK000000084,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-03-20T17:29:00+08:00,true
TRACK0000393,TRK000000084,delivered,Jakarta,Parcel delivered to the simulated buyer,2026-03-21T15:29:00+08:00,true
TRACK0000394,TRK000000085,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-05T15:45:00+08:00,true
TRACK0000395,TRK000000085,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-06T16:45:00+08:00,true
TRACK0000396,TRK000000085,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-06T23:45:00+08:00,true
TRACK0000397,TRK000000085,delivered,Singapore,Parcel delivered to the simulated buyer,2026-04-07T07:45:00+08:00,true
TRACK0000398,TRK000000086,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-03-10T09:34:00+08:00,true
TRACK0000399,TRK000000086,customs_clearance,Kuala Lumpur Customs,Customs processing completed,2026-03-11T07:34:00+08:00,true
TRACK0000400,TRK000000086,out_for_delivery,Kuala Lumpur Delivery Hub,Courier is delivering the parcel,2026-03-12T01:34:00+08:00,true
TRACK0000401,TRK000000086,delivered,Kuala Lumpur,Parcel delivered to the simulated buyer,2026-03-13T02:34:00+08:00,true
TRACK0000402,TRK000000087,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-01-31T08:14:00+08:00,true
TRACK0000403,TRK000000087,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-01-31T17:14:00+08:00,true
TRACK0000404,TRK000000087,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-02-01T02:14:00+08:00,true
TRACK0000405,TRK000000087,customs_clearance,Manila Customs,Customs processing completed,2026-02-01T14:14:00+08:00,true
TRACK0000406,TRK000000087,out_for_delivery,Manila Delivery Hub,Courier is delivering the parcel,2026-02-02T16:14:00+08:00,true
TRACK0000407,TRK000000087,delivered,Manila,Parcel delivered to the simulated buyer,2026-02-03T15:14:00+08:00,true
TRACK0000408,TRK000000088,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-06-28T05:14:00+08:00,true
TRACK0000409,TRK000000088,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-06-28T14:14:00+08:00,true
TRACK0000410,TRK000000088,customs_clearance,Bangkok Customs,Customs processing completed,2026-06-29T04:14:00+08:00,true
TRACK0000411,TRK000000088,out_for_delivery,Bangkok Delivery Hub,Courier is delivering the parcel,2026-06-29T14:14:00+08:00,true
TRACK0000412,TRK000000088,delivered,Bangkok,Parcel delivered to the simulated buyer,2026-06-30T16:14:00+08:00,true
TRACK0000413,TRK000000089,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-01-30T15:34:00+08:00,true
TRACK0000414,TRK000000089,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-01-31T07:34:00+08:00,true
TRACK0000415,TRK000000089,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-02-01T02:34:00+08:00,true
TRACK0000416,TRK000000089,customs_clearance,Ho Chi Minh City Customs,Customs processing completed,2026-02-02T04:34:00+08:00,true
TRACK0000417,TRK000000089,out_for_delivery,Ho Chi Minh City Delivery Hub,Courier is delivering the parcel,2026-02-02T18:34:00+08:00,true
TRACK0000418,TRK000000089,delivered,Ho Chi Minh City,Parcel delivered to the simulated buyer,2026-02-03T07:34:00+08:00,true
TRACK0000419,TRK000000090,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-06-04T17:33:00+08:00,true
TRACK0000420,TRK000000090,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-06-04T22:33:00+08:00,true
TRACK0000421,TRK000000090,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-06-05T21:33:00+08:00,true
TRACK0000422,TRK000000090,customs_clearance,Jakarta Customs,Customs processing completed,2026-06-06T11:33:00+08:00,true
TRACK0000423,TRK000000090,out_for_delivery,Jakarta Delivery Hub,Courier is delivering the parcel,2026-06-07T14:33:00+08:00,true
TRACK0000424,TRK000000090,delivered,Jakarta,Parcel delivered to the simulated buyer,2026-06-08T03:33:00+08:00,true
TRACK0000425,TRK000000091,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-13T12:06:00+08:00,true
TRACK0000426,TRK000000091,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-14T04:06:00+08:00,true
TRACK0000427,TRK000000091,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-14T17:06:00+08:00,true
TRACK0000428,TRK000000091,customs_clearance,Singapore Customs,Customs processing completed,2026-04-15T13:06:00+08:00,true
TRACK0000429,TRK000000091,out_for_delivery,Singapore Delivery Hub,Courier is delivering the parcel,2026-04-15T18:06:00+08:00,true
TRACK0000430,TRK000000091,delivered,Singapore,Parcel delivered to the simulated buyer,2026-04-16T12:06:00+08:00,true
TRACK0000431,TRK000000092,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-23T10:11:00+08:00,true
TRACK0000432,TRK000000092,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-23T17:11:00+08:00,true
TRACK0000433,TRK000000092,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-24T02:11:00+08:00,true
TRACK0000434,TRK000000092,customs_clearance,Kuala Lumpur Customs,Customs processing completed,2026-04-24T19:11:00+08:00,true
TRACK0000435,TRK000000092,out_for_delivery,Kuala Lumpur Delivery Hub,Courier is delivering the parcel,2026-04-25T09:11:00+08:00,true
TRACK0000436,TRK000000092,delivered,Kuala Lumpur,Parcel delivered to the simulated buyer,2026-04-25T23:11:00+08:00,true
TRACK0000437,TRK000000093,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-01-13T17:23:00+08:00,true
TRACK0000438,TRK000000093,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-01-14T14:23:00+08:00,true
TRACK0000439,TRK000000093,customs_clearance,Manila Customs,Customs processing completed,2026-01-14T23:23:00+08:00,true
TRACK0000440,TRK000000093,delivered,Manila,Parcel delivered to the simulated buyer,2026-01-15T21:23:00+08:00,true
TRACK0000441,TRK000000094,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-03T06:31:00+08:00,true
TRACK0000442,TRK000000094,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-04T08:31:00+08:00,true
TRACK0000443,TRK000000094,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-04T22:31:00+08:00,true
TRACK0000444,TRK000000094,out_for_delivery,Bangkok Delivery Hub,Courier is delivering the parcel,2026-04-05T05:31:00+08:00,true
TRACK0000445,TRK000000094,delivered,Bangkok,Parcel delivered to the simulated buyer,2026-04-05T13:31:00+08:00,true
TRACK0000446,TRK000000095,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-04T03:44:00+08:00,true
TRACK0000447,TRK000000095,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-05T01:44:00+08:00,true
TRACK0000448,TRK000000095,customs_clearance,Ho Chi Minh City Customs,Customs processing completed,2026-04-06T01:44:00+08:00,true
TRACK0000449,TRK000000095,out_for_delivery,Ho Chi Minh City Delivery Hub,Courier is delivering the parcel,2026-04-07T02:44:00+08:00,true
TRACK0000450,TRK000000095,delivered,Ho Chi Minh City,Parcel delivered to the simulated buyer,2026-04-07T17:44:00+08:00,true
TRACK0000451,TRK000000096,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-02-21T04:46:00+08:00,true
TRACK0000452,TRK000000096,out_for_delivery,Jakarta Delivery Hub,Courier is delivering the parcel,2026-02-21T14:46:00+08:00,true
TRACK0000453,TRK000000096,delivered,Jakarta,Parcel delivered to the simulated buyer,2026-02-22T16:46:00+08:00,true
TRACK0000454,TRK000000097,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-01-25T12:31:00+08:00,true
TRACK0000455,TRK000000097,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-01-25T18:31:00+08:00,true
TRACK0000456,TRK000000097,customs_clearance,Singapore Customs,Customs processing completed,2026-01-26T10:31:00+08:00,true
TRACK0000457,TRK000000097,out_for_delivery,Singapore Delivery Hub,Courier is delivering the parcel,2026-01-26T15:31:00+08:00,true
TRACK0000458,TRK000000097,delivered,Singapore,Parcel delivered to the simulated buyer,2026-01-27T18:31:00+08:00,true
TRACK0000459,TRK000000098,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-14T02:08:00+08:00,true
TRACK0000460,TRK000000098,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-15T05:08:00+08:00,true
TRACK0000461,TRK000000098,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-15T13:08:00+08:00,true
TRACK0000462,TRK000000098,delivered,Kuala Lumpur,Parcel delivered to the simulated buyer,2026-04-15T20:08:00+08:00,true
TRACK0000463,TRK000000099,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-06-08T15:22:00+08:00,true
TRACK0000464,TRK000000099,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-06-08T20:22:00+08:00,true
TRACK0000465,TRK000000099,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-06-09T23:22:00+08:00,true
TRACK0000466,TRK000000099,customs_clearance,Manila Customs,Customs processing completed,2026-06-10T12:22:00+08:00,true
TRACK0000467,TRK000000099,delivered,Manila,Parcel delivered to the simulated buyer,2026-06-11T12:22:00+08:00,true
TRACK0000468,TRK000000100,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-06-20T06:33:00+08:00,true
TRACK0000469,TRK000000100,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-06-21T04:33:00+08:00,true
TRACK0000470,TRK000000100,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-06-21T10:33:00+08:00,true
TRACK0000471,TRK000000100,customs_clearance,Bangkok Customs,Customs processing completed,2026-06-22T11:33:00+08:00,true
TRACK0000472,TRK000000100,out_for_delivery,Bangkok Delivery Hub,Courier is delivering the parcel,2026-06-22T18:33:00+08:00,true
TRACK0000473,TRK000000100,delivered,Bangkok,Parcel delivered to the simulated buyer,2026-06-23T01:33:00+08:00,true
TRACK0000474,TRK000000101,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-19T22:53:00+08:00,true
TRACK0000475,TRK000000101,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-20T09:53:00+08:00,true
TRACK0000476,TRK000000101,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-21T05:53:00+08:00,true
TRACK0000477,TRK000000102,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-06-01T09:27:00+08:00,true
TRACK0000478,TRK000000102,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-06-02T03:27:00+08:00,true
TRACK0000479,TRK000000102,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-06-03T02:27:00+08:00,true
TRACK0000480,TRK000000102,customs_clearance,Ho Chi Minh City Customs,Customs processing completed,2026-06-03T10:27:00+08:00,true
TRACK0000481,TRK000000103,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-05-12T16:24:00+08:00,true
TRACK0000482,TRK000000103,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-05-13T03:24:00+08:00,true
TRACK0000483,TRK000000103,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-05-13T08:24:00+08:00,true
TRACK0000484,TRK000000104,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-20T16:29:00+08:00,true
TRACK0000485,TRK000000104,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-21T16:29:00+08:00,true
TRACK0000486,TRK000000104,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-21T22:29:00+08:00,true
TRACK0000487,TRK000000104,customs_clearance,Bangkok Customs,Customs processing completed,2026-04-22T08:29:00+08:00,true
TRACK0000488,TRK000000104,out_for_delivery,Bangkok Delivery Hub,Courier is delivering the parcel,2026-04-23T01:29:00+08:00,true
TRACK0000489,TRK000000104,delivered,Bangkok,Parcel delivered to the simulated buyer,2026-04-23T06:29:00+08:00,true
TRACK0000490,TRK000000105,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-05-10T19:21:00+08:00,true
TRACK0000491,TRK000000105,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-05-11T20:21:00+08:00,true
TRACK0000492,TRK000000105,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-05-12T02:21:00+08:00,true
TRACK0000493,TRK000000105,customs_clearance,Ho Chi Minh City Customs,Customs processing completed,2026-05-13T05:21:00+08:00,true
TRACK0000494,TRK000000105,out_for_delivery,Ho Chi Minh City Delivery Hub,Courier is delivering the parcel,2026-05-13T19:21:00+08:00,true
TRACK0000495,TRK000000105,delivered,Ho Chi Minh City,Parcel delivered to the simulated buyer,2026-05-14T01:21:00+08:00,true
TRACK0000496,TRK000000106,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-02-20T22:01:00+08:00,true
TRACK0000497,TRK000000106,customs_clearance,Ho Chi Minh City Customs,Customs processing completed,2026-02-21T13:01:00+08:00,true
TRACK0000498,TRK000000106,delivered,Ho Chi Minh City,Parcel delivered to the simulated buyer,2026-02-22T07:01:00+08:00,true
TRACK0000499,TRK000000107,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-02-08T02:15:00+08:00,true
TRACK0000500,TRK000000107,out_for_delivery,Kuala Lumpur Delivery Hub,Courier is delivering the parcel,2026-02-08T23:15:00+08:00,true
TRACK0000501,TRK000000107,delivered,Kuala Lumpur,Parcel delivered to the simulated buyer,2026-02-09T06:15:00+08:00,true
TRACK0000502,TRK000000108,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-05-05T09:54:00+08:00,true
TRACK0000503,TRK000000108,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-05-06T10:54:00+08:00,true
TRACK0000504,TRK000000108,out_for_delivery,Kuala Lumpur Delivery Hub,Courier is delivering the parcel,2026-05-07T01:54:00+08:00,true
TRACK0000505,TRK000000108,delivered,Kuala Lumpur,Parcel delivered to the simulated buyer,2026-05-07T17:54:00+08:00,true
TRACK0000506,TRK000000109,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-07T11:33:00+08:00,true
TRACK0000507,TRK000000109,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-07T21:33:00+08:00,true
TRACK0000508,TRK000000109,customs_clearance,Manila Customs,Customs processing completed,2026-04-08T22:33:00+08:00,true
TRACK0000509,TRK000000109,delivered,Manila,Parcel delivered to the simulated buyer,2026-04-10T00:33:00+08:00,true
TRACK0000510,TRK000000110,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-01-21T08:31:00+08:00,true
TRACK0000511,TRK000000110,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-01-22T05:31:00+08:00,true
TRACK0000512,TRK000000110,customs_clearance,Bangkok Customs,Customs processing completed,2026-01-23T02:31:00+08:00,true
TRACK0000513,TRK000000110,delivered,Bangkok,Parcel delivered to the simulated buyer,2026-01-24T01:31:00+08:00,true
TRACK0000514,TRK000000112,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-06-27T22:05:00+08:00,true
TRACK0000515,TRK000000112,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-06-28T23:05:00+08:00,true
TRACK0000516,TRK000000112,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-06-29T21:05:00+08:00,true
TRACK0000517,TRK000000112,customs_clearance,Ho Chi Minh City Customs,Customs processing completed,2026-06-30T09:05:00+08:00,true
TRACK0000518,TRK000000113,pending_pickup,Shenzhen Demo Warehouse,Shipment label created,2026-06-29T09:05:00+08:00,true
TRACK0000519,TRK000000113,pending_pickup,Shenzhen Demo Warehouse,Parcel packed and awaiting carrier pickup,2026-06-30T02:05:00+08:00,true
TRACK0000520,TRK000000114,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-02-03T16:07:00+08:00,true
TRACK0000521,TRK000000114,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-02-03T22:07:00+08:00,true
TRACK0000522,TRK000000114,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-02-04T05:07:00+08:00,true
TRACK0000523,TRK000000115,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-13T17:33:00+08:00,true
TRACK0000524,TRK000000115,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-14T12:33:00+08:00,true
TRACK0000525,TRK000000115,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-14T17:33:00+08:00,true
TRACK0000526,TRK000000115,out_for_delivery,Bangkok Delivery Hub,Courier is delivering the parcel,2026-04-15T01:33:00+08:00,true
TRACK0000527,TRK000000115,delivered,Bangkok,Parcel delivered to the simulated buyer,2026-04-16T05:33:00+08:00,true
TRACK0000528,TRK000000116,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-03-29T19:44:00+08:00,true
TRACK0000529,TRK000000116,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-03-30T09:44:00+08:00,true
TRACK0000530,TRK000000116,customs_clearance,Kuala Lumpur Customs,Customs processing completed,2026-03-31T02:44:00+08:00,true
TRACK0000531,TRK000000116,out_for_delivery,Kuala Lumpur Delivery Hub,Courier is delivering the parcel,2026-03-31T20:44:00+08:00,true
TRACK0000532,TRK000000116,delivered,Kuala Lumpur,Parcel delivered to the simulated buyer,2026-04-01T10:44:00+08:00,true
TRACK0000533,TRK000000117,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-05T08:17:00+08:00,true
TRACK0000534,TRK000000117,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-05T14:17:00+08:00,true
TRACK0000535,TRK000000117,delivered,Manila,Parcel delivered to the simulated buyer,2026-04-05T23:17:00+08:00,true
TRACK0000536,TRK000000118,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-27T19:38:00+08:00,true
TRACK0000537,TRK000000118,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-28T05:38:00+08:00,true
TRACK0000538,TRK000000118,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-29T05:38:00+08:00,true
TRACK0000539,TRK000000118,customs_clearance,Singapore Customs,Customs processing completed,2026-04-29T16:38:00+08:00,true
TRACK0000540,TRK000000119,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-05-06T18:24:00+08:00,true
TRACK0000541,TRK000000119,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-05-07T04:24:00+08:00,true
TRACK0000542,TRK000000119,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-05-08T08:24:00+08:00,true
TRACK0000543,TRK000000119,out_for_delivery,Jakarta Delivery Hub,Courier is delivering the parcel,2026-05-08T19:24:00+08:00,true
TRACK0000544,TRK000000119,delivered,Jakarta,Parcel delivered to the simulated buyer,2026-05-09T22:24:00+08:00,true
TRACK0000545,TRK000000120,pending_pickup,Shenzhen Demo Warehouse,Shipment label created,2026-02-22T23:37:00+08:00,true
TRACK0000546,TRK000000120,pending_pickup,Shenzhen Demo Warehouse,Parcel packed and awaiting carrier pickup,2026-02-23T17:37:00+08:00,true
TRACK0000547,TRK000000121,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-02-25T03:02:00+08:00,true
TRACK0000548,TRK000000121,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-02-25T11:02:00+08:00,true
TRACK0000549,TRK000000121,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-02-25T17:02:00+08:00,true
TRACK0000550,TRK000000121,customs_clearance,Manila Customs,Customs processing completed,2026-02-26T00:02:00+08:00,true
TRACK0000551,TRK000000121,out_for_delivery,Manila Delivery Hub,Courier is delivering the parcel,2026-02-27T03:02:00+08:00,true
TRACK0000552,TRK000000121,delivered,Manila,Parcel delivered to the simulated buyer,2026-02-28T06:02:00+08:00,true
TRACK0000553,TRK000000122,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-05-26T10:03:00+08:00,true
TRACK0000554,TRK000000122,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-05-27T02:03:00+08:00,true
TRACK0000555,TRK000000122,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-05-27T16:03:00+08:00,true
TRACK0000556,TRK000000122,customs_clearance,Jakarta Customs,Customs processing completed,2026-05-28T05:03:00+08:00,true
TRACK0000557,TRK000000122,out_for_delivery,Jakarta Delivery Hub,Courier is delivering the parcel,2026-05-29T07:03:00+08:00,true
TRACK0000558,TRK000000122,delivered,Jakarta,Parcel delivered to the simulated buyer,2026-05-30T01:03:00+08:00,true
TRACK0000559,TRK000000123,pending_pickup,Shenzhen Demo Warehouse,Shipment label created,2026-03-16T11:39:00+08:00,true
TRACK0000560,TRK000000123,pending_pickup,Shenzhen Demo Warehouse,Parcel packed and awaiting carrier pickup,2026-03-16T23:39:00+08:00,true
TRACK0000561,TRK000000124,pending_pickup,Shenzhen Demo Warehouse,Shipment label created,2026-05-11T01:39:00+08:00,true
TRACK0000562,TRK000000124,pending_pickup,Shenzhen Demo Warehouse,Parcel packed and awaiting carrier pickup,2026-05-11T19:39:00+08:00,true
TRACK0000563,TRK000000125,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-03-11T17:19:00+08:00,true
TRACK0000564,TRK000000125,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-03-12T15:19:00+08:00,true
TRACK0000565,TRK000000125,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-03-13T05:19:00+08:00,true
TRACK0000566,TRK000000125,customs_clearance,Bangkok Customs,Customs processing completed,2026-03-14T00:19:00+08:00,true
TRACK0000567,TRK000000125,out_for_delivery,Bangkok Delivery Hub,Courier is delivering the parcel,2026-03-14T13:19:00+08:00,true
TRACK0000568,TRK000000125,delivered,Bangkok,Parcel delivered to the simulated buyer,2026-03-15T07:19:00+08:00,true
TRACK0000569,TRK000000126,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-05-20T08:49:00+08:00,true
TRACK0000570,TRK000000126,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-05-20T23:49:00+08:00,true
TRACK0000571,TRK000000126,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-05-21T07:49:00+08:00,true
TRACK0000572,TRK000000127,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-02-11T09:58:00+08:00,true
TRACK0000573,TRK000000127,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-02-11T16:58:00+08:00,true
TRACK0000574,TRK000000127,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-02-12T16:58:00+08:00,true
TRACK0000575,TRK000000128,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-06-07T07:59:00+08:00,true
TRACK0000576,TRK000000128,customs_clearance,Kuala Lumpur Customs,Customs processing completed,2026-06-08T04:59:00+08:00,true
TRACK0000577,TRK000000128,delivered,Kuala Lumpur,Parcel delivered to the simulated buyer,2026-06-09T00:59:00+08:00,true
TRACK0000578,TRK000000129,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-02-04T11:59:00+08:00,true
TRACK0000579,TRK000000129,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-02-05T08:59:00+08:00,true
TRACK0000580,TRK000000129,delivered,Singapore,Parcel delivered to the simulated buyer,2026-02-05T13:59:00+08:00,true
TRACK0000581,TRK000000131,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-01-25T12:51:00+08:00,true
TRACK0000582,TRK000000131,out_for_delivery,Manila Delivery Hub,Courier is delivering the parcel,2026-01-26T09:51:00+08:00,true
TRACK0000583,TRK000000131,delivered,Manila,Parcel delivered to the simulated buyer,2026-01-26T18:51:00+08:00,true
TRACK0000584,TRK000000132,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-05-10T06:15:00+08:00,true
TRACK0000585,TRK000000132,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-05-10T15:15:00+08:00,true
TRACK0000586,TRK000000132,customs_clearance,Manila Customs,Customs processing completed,2026-05-11T15:15:00+08:00,true
TRACK0000587,TRK000000132,out_for_delivery,Manila Delivery Hub,Courier is delivering the parcel,2026-05-12T17:15:00+08:00,true
TRACK0000588,TRK000000132,delivered,Manila,Parcel delivered to the simulated buyer,2026-05-13T08:15:00+08:00,true
TRACK0000589,TRK000000133,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-06-04T19:35:00+08:00,true
TRACK0000590,TRK000000133,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-06-05T23:35:00+08:00,true
TRACK0000591,TRK000000133,delivered,Bangkok,Parcel delivered to the simulated buyer,2026-06-06T12:35:00+08:00,true
TRACK0000592,TRK000000134,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-06-09T21:48:00+08:00,true
TRACK0000593,TRK000000134,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-06-10T16:48:00+08:00,true
TRACK0000594,TRK000000134,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-06-11T02:48:00+08:00,true
TRACK0000595,TRK000000135,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-01-24T23:27:00+08:00,true
TRACK0000596,TRK000000135,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-01-25T08:27:00+08:00,true
TRACK0000597,TRK000000135,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-01-25T22:27:00+08:00,true
TRACK0000598,TRK000000135,customs_clearance,Manila Customs,Customs processing completed,2026-01-26T11:27:00+08:00,true
TRACK0000599,TRK000000135,delivered,Manila,Parcel delivered to the simulated buyer,2026-01-26T17:27:00+08:00,true
TRACK0000600,TRK000000136,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-11T09:26:00+08:00,true
TRACK0000601,TRK000000136,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-11T21:26:00+08:00,true
TRACK0000602,TRK000000136,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-13T01:26:00+08:00,true
TRACK0000603,TRK000000136,out_for_delivery,Bangkok Delivery Hub,Courier is delivering the parcel,2026-04-13T20:26:00+08:00,true
TRACK0000604,TRK000000136,delivered,Bangkok,Parcel delivered to the simulated buyer,2026-04-14T14:26:00+08:00,true
TRACK0000605,TRK000000137,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-05-20T01:11:00+08:00,true
TRACK0000606,TRK000000137,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-05-20T19:11:00+08:00,true
TRACK0000607,TRK000000137,customs_clearance,Singapore Customs,Customs processing completed,2026-05-21T05:11:00+08:00,true
TRACK0000608,TRK000000137,delivered,Singapore,Parcel delivered to the simulated buyer,2026-05-22T01:11:00+08:00,true
TRACK0000609,TRK000000138,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-05-05T06:29:00+08:00,true
TRACK0000610,TRK000000138,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-05-06T02:29:00+08:00,true
TRACK0000611,TRK000000138,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-05-06T08:29:00+08:00,true
TRACK0000612,TRK000000138,customs_clearance,Kuala Lumpur Customs,Customs processing completed,2026-05-07T11:29:00+08:00,true
TRACK0000613,TRK000000138,out_for_delivery,Kuala Lumpur Delivery Hub,Courier is delivering the parcel,2026-05-08T03:29:00+08:00,true
